date,number,name,rating,n_reviews,price
2021-03-17,16,"Fujifilm Instax Mini Instant Film, 10 Sheets×5 Pack(Total 50 Shoots)",4.8,"33,311",$34.30
2021-03-17,17,Sabrent 4-Port USB 2.0 Hub with Individual LED lit Power Switches (HB-UMLS),4.6,"60,575",$7.99
2021-03-17,18,"Fire HD 8 tablet, 8"" HD display, 32 GB, designed for portable entertainment, Black",4.6,"83,691",$89.99
2021-03-17,19,"Roku Premiere | HD/4K/HDR Streaming Media Player, Simple Remote and Premium HDMI Cable",4.7,"63,110",$34.00
2021-03-17,20,"Apple Watch Series 3 (GPS, 38mm) - Silver Aluminum Case with White Sport Band",4.8,"120,198",$169.00
2021-03-17,21,"Midland - WR120B/WR120EZ - NOAA Emergency Weather Alert Radio - S.A.M.E. Localized Programming, Trilingual Display, 60…",4.5,"8,998",$29.99
2021-03-17,22,Fujifilm Instax Mini Instant Film Twin Pack (White),4.8,"57,239",$13.38
2021-03-17,23,"Blink Mini – Compact indoor plug-in smart security camera, 1080 HD video, night vision, motion detection, two-way audio…",4.5,"89,049",$34.99
2021-03-17,24,"Fire HD 8 Kids Edition tablet, 8"" HD display, 32 GB, Blue Kid-Proof Case",4.7,"69,618",$139.99
2021-03-17,25,"Ring Stick Up Cam Battery HD security camera with custom privacy controls, Simple setup, Works with Alexa - Black",4.7,"29,351",$99.99
2021-03-17,26,"Roku Ultra 2020 | Streaming Media Player HD/4K/HDR/Dolby Vision with Dolby Atmos, Bluetooth Streaming, and Roku Voice…",4.7,"7,375",$79.00
2021-03-17,27,"OHill Cable Clips, 16 Pack Black Cord Organizer Cable Management for Organizing Cable Cords Home and Office, Self…",4.5,"27,186",$7.99
2021-03-17,28,"New Apple iPad (10.2-inch, Wi-Fi, 32GB) - Gold (Latest Model, 8th Generation)",4.9,"30,927",$299.00
2021-03-17,29,"GE 6 Outlet Surge Protector, 10 Ft Extension Cord, Power Strip, 800 Joules, Flat Plug, Twist-to-Close Safety Covers…",4.8,"52,682",$14.00
2021-03-17,30,"TP-Link AC1750 Smart WiFi Router (Archer A7) -Dual Band Gigabit Wireless Internet Router for Home, Works with Alexa, VPN…",4.5,"43,889",$64.99
2021-03-17,31,"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD…",4.6,"26,009",$364.99
2021-03-17,32,"Wyze Cam Pan 1080p Pan/Tilt/Zoom Wi-Fi Indoor Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the…",4.5,"61,160",$36.99
2021-03-17,33,"Wyze Cam v3 1080p HD Indoor/Outdoor Video Camera with Color Night Vision, 2-Way Audio, Works with Alexa & The Google…",4.1,36,$29.98
2021-03-17,34,"Anker Power Strip with USB, 5 ft Extension Cord, PowerPort Cube USB with 3 Outlets and 3 USB Ports, Portable Design…",4.8,"28,581",$18.99
2021-03-17,35,"iRobot Roomba 981 Robot Vacuum-Wi-Fi Connected Mapping, Works with Alexa, Ideal for Pet Hair, Carpets, Hard Floors…",4.5,"3,559",$299.99
2021-03-17,36,"Cord Cover Raceway Kit, 157in Cable Cover Channel, Paintable Cord Concealer System Cable Hider, Cord Wires, Hiding Wall…",4.5,"14,039",$17.99
2021-03-17,37,"Willful Smart Watch for Android Phones and iOS Phones Compatible iPhone Samsung, IP68 Swimming Waterproof Smartwatch…",4.3,"37,337",$28.79
2021-03-17,38,Stilnend Telescope 70mm Aperture 500mm AZ Mount Astronomical Refractor Telescope for Kids Adults & Beginners Fully Multi…,Not available,No customer reviews yet,Not available
2021-03-17,39,"VELCRO Brand ONE-WRAP Cable Ties | 100Pk | 8 x 1/2"" Black Cord Organization Straps | Thin Pre-Cut Design | Wire…",4.8,"23,957",$10.54
2021-03-17,40,"Apple Watch Series 3 (GPS, 38mm) - Space Gray Aluminum Case with Black Sport Band",4.8,"120,198",$168.88
2021-03-17,41,"Acer SB220Q bi 21.5 Inches Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI & VGA Port), Black",4.7,"28,027",$132.99
2021-03-17,42,"Power Strip, Bototek Surge Protector with 10 AC Outlets and 4 USB Charging Ports,1875W/15A, 2100 Joules, 6 Feet Long…",4.8,"33,375",$26.99
2021-03-17,43,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170…",4.5,"14,631",$79.97
2021-03-17,44,"USB Wall Charger, Surge Protector, 5 Outlet Extender with 4 USB Charging Ports ( 1 USB C Outlet) 3-Sided 1800J Power…",4.8,"5,116",$19.99
2021-03-17,45,"New Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (Latest Model, 8th Generation)",4.9,"30,927",$299.00
2021-03-17,46,Apple 60W MagSafe 2 Power Adapter (for MacBook Pro with 13-inch Retina Display),4.8,"2,086",$38.00
2021-03-17,47,Insignia NS-32DF310NA19 32-inch Smart HD TV - Fire TV Edition,4.7,"32,817",$129.99
2021-03-17,48,All-New Insignia NS-24DF310NA21 24-inch Smart HD 720p TV - Fire TV Edition,4.6,"6,590",$99.99
2021-03-17,49,"TCL 50-inch Class 4-Series 4K UHD Smart Roku LED TV - 50S435, 2021 Model",4.6,"4,035",$299.99
2021-03-17,50,"GE 6-Outlet Surge Protector, 10 Ft Extension Cord, Power Strip, 600 Joules, Twist-to-Close Safety Covers, UL Listed…",4.8,"52,682",$12.96
2021-03-17,51,"New Apple Watch SE (GPS, 44mm) - Space Gray Aluminum Case with Black Sport Band",4.9,"21,653",$289.00
2021-03-17,52,"Sceptre Curved 27"" 75Hz LED Monitor HDMI VGA Build-In Speakers, EDGE-LESS Metal Black 2019 (C275W-1920RN)",4.7,"6,363",$166.99
2021-03-17,53,"Anker Power Strip with USB PowerExtend USB 2 mini, 2 Outlets, and 2 USB Ports, Flat Plug, 5 ft Extension Cord, Safety…",4.8,"10,296",$11.89
2021-03-17,54,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Black",4.6,"168,875",$149.99
2021-03-17,55,"Hmrope 100pcs Cable Zip Ties Heavy Duty 8 Inch, Premium Plastic Wire Ties with 50 Pounds Tensile Strength, Self-Locking…",4.7,"8,065",$5.89
2021-03-17,56,"Apple Watch Series 3 (GPS, 42mm) - Space Gray Aluminum Case with Black Sport Band",4.8,"120,198",$198.88
2021-03-17,57,Victure 1080P 4Pcs Indoor Security Camera System Home Monitor with 2.4Ghz Pet/Baby/Nanny Security Surveillance Camera…,4.3,"12,960",$36.99
2021-03-17,58,"Power Strip Surge Protector, Addtam 6 Outlets and 3 USB Ports 5Ft Long Extension Cord, Flat Plug Overload Surge…",4.8,"1,576",$19.99
2021-03-17,59,"2 Pack Surge Protector Power Strip with 6 Outlets 2 USB Ports, 5-Foot Long Heavy-Duty Braided Extension Cords, Flat Plug…",4.8,"5,477",$29.99
2021-03-17,60,"Willful Smart Watch for Android Phones and iOS Phones Compatible iPhone Samsung, IP68 Swimming Waterproof Smartwatch…",4.3,"37,337",$28.79
2021-03-17,61,"All-new Echo Dot (4th Gen) Kids Edition | Designed for kids, with parental controls | Panda",4.8,"10,098",$44.99
2021-03-17,62,"Wake Up Light Sunrise Alarm Clock for Kids, Heavy Sleepers, Bedroom, with Sunrise Simulation, Sleep Aid, Dual Alarms, FM…",4.7,"9,805",$39.98
2021-03-17,63,Echo Auto- Hands-free Alexa in your car with your phone,4.0,"106,722",$24.99
2021-03-17,64,"New Apple iPad (10.2-inch, Wi-Fi, 128GB) - Space Gray (Latest Model, 8th Generation)",4.9,"30,927",$429.99
2021-03-17,65,"GE 6 Outlet Power Strip, 8 Ft Long Extension Cord, Grounded Outlets, UL Listed, White, 14832",4.7,"15,673",$7.99
2021-03-17,66,"Fitbit Versa 2 Health and Fitness Smartwatch with Heart Rate, Music, Alexa Built-In, Sleep and Swim Tracking, Black…",4.6,"95,926",$161.99
2021-03-17,67,"LG 24M47VQ 24-Inch LED-lit Monitor, Black",4.7,"3,329",$99.99
2021-03-17,68,"ARRIS SURFboard SB8200 DOCSIS 3.1 Gigabit Cable Modem, Approved for Cox, Xfinity, Spectrum & others",4.5,"16,748",$149.00
2021-03-17,69,"HP VH240a 23.8-Inch Full HD 1080p IPS LED Monitor with Built-In Speakers and VESA Mounting, Rotating Portrait…",4.7,"20,918",$124.99
2021-03-17,70,"Smart Plug Outlet Extender, Gosund Surge Protector Power Strip Work with Alexa, Google Home, Wall Multi WiFi Outlet with…",4.4,210,$19.99
2021-03-17,71,"Ring Spotlight Cam Battery HD Security Camera with Built Two-Way Talk and a Siren Alarm, Black, Works with Alexa",4.6,"20,916",$199.99
2021-03-17,72,Funsaver One Time Use Film Camera (2-pack),4.8,"1,526",$24.83
2021-03-17,73,"LG 27GL83A-B 27 Inch Ultragear QHD IPS 1ms NVIDIA G-SYNC Compatible Gaming Monitor, Black",4.7,"7,972",$349.99
2021-03-17,74,"APEMAN Dash Cam 1080P FHD DVR Car Driving Recorder 3 Inch LCD Screen 170° Wide Angle, G-Sensor, WDR, Parking Monitor…",4.4,"26,614",$44.99
2021-03-17,75,"Power Strip with USB, TESSAN Mountable Flat Plug Extension Cord with 4 Widely Spaced Outlets, 3 USB Charger, 5 FT Power…",4.8,"17,025",$18.99
2021-03-17,76,"Mpow BH129 Bluetooth Receiver for Car, Aux Bluetooth Car Adapter 5.0 for Wired Speakers/Headphones/Home Music Streaming…",4.4,"22,730",$19.99
2021-03-17,77,"Apple TV (32GB, 4th Generation)",4.8,"13,974",$149.00
2021-03-17,78,"Tracki 2021 Model Mini Real time GPS Tracker. Full USA & Worldwide Coverage. for Vehicles, Car, Kids, Elderly, Child…",4.2,"12,860",$16.88
2021-03-17,79,"APC Power Strip Surge Protector, Black Power Strip PH8, 2160 Joules, Flat Plug, 8 Outlet Power Strip",4.8,"1,659",$13.77
2021-03-17,80,"YI Security Home Camera Baby Monitor, 1080p WiFi Smart Wireless Indoor Nanny IP Cam with Night Vision, 2-Way Audio…",4.3,"40,777",$17.99
2021-03-17,81,"TCL 32-inch 3-Series 720p Roku Smart TV - 32S335, 2021 Model",4.6,"46,593",$128.00
2021-03-17,82,"GE Power Strip Surge Protector, 6 Outlets, Flat Plug, 2ft Power Cord, Wall Mount, White, 40532",4.7,"4,308",$9.88
2021-03-17,83,"FosPower Emergency Solar Hand Crank Portable Radio, NOAA Weather Radio for Household and Outdoor Emergency with AM/FM…",4.6,"14,001",$29.99
2021-03-17,84,"Tile Mate (2020) 1-pack - Bluetooth Tracker, Keys Finder and Item Locator for Keys, Bags and More; Water Resistant with…",4.7,"36,251",$24.99
2021-03-17,85,"New Apple Watch Series 6 (GPS, 40mm) - Space Gray Aluminum Case with Black Sport Band",4.8,"26,691",$374.00
2021-03-17,86,"[2021 Upgraded] COMSOON Bluetooth 5.0 Receiver for Car, Noise Cancelling Bluetooth AUX Adapter, Bluetooth Music Receiver…",4.5,549,$15.99
2021-03-17,87,"New Apple iPad (10.2-inch, Wi-Fi, 128GB) - Gold (Latest Model, 8th Generation)",4.9,"30,927",$399.99
2021-03-17,88,Alex Tech 10ft - 1/2 inch Cord Protector Wire Loom Tubing Cable Sleeve Split Sleeving For USB Cable Power Cord Audio…,4.7,"16,272",$9.99
2021-03-17,89,"Fire HD 8 Plus tablet, HD display, 32 GB, our best 8"" tablet for portable entertainment, Slate",4.5,"18,995",$109.99
2021-03-17,90,Fire TV Cube | Hands-free streaming device with Alexa | 4K Ultra HD | 2019 release,4.6,"41,563",$104.99
2021-03-17,91,PASOW 50pcs Cable Ties Reusable Fastening Wire Organizer Cord Rope Holder 7 Inch (Black),4.7,"15,923",$7.99
2021-03-17,92,Ring Alarm Contact Sensor (2nd Gen),4.8,"9,784",$19.99
2021-03-17,93,"Apple TV 4K (32GB, Latest Model)",4.8,"20,077",$179.00
2021-03-17,94,"New Apple Watch SE (GPS, 40mm) - Gold Aluminum Case with Pink Sand Sport Band",4.9,"21,653",$259.00
2021-03-17,95,Dash Cam Front and Rear CHORTAU Dual Dash Cam 3 inch Dashboard Camera Full HD 170° Wide Angle Backup Camera with Night…,4.3,"12,111",$49.98
2021-03-17,96,"All-New Insignia NS-43DF710NA21 43-inch Smart 4K UHD - Fire TV Edition, Released 2020",4.6,"10,282",$259.99
2021-03-17,97,"Surge Protector Wall Mount , Outlet Splitter with Rotating Plug, POWERIVER Power Strip with 6 Outlet Extender (3 Side…",4.6,"10,606",$15.98
2021-03-17,98,"TP-Link Deco Mesh WiFi System (Deco S4) – Up to 5,500 Sq.ft. Coverage, Replaces WiFi Router and Extender, Gigabit Ports…",4.6,"8,085",$129.99
2021-03-17,99,"Neewer 50-In-1 Action Camera Accessory Kit, Compatible with GoPro Hero9/Hero8/Hero7, GoPro Max, GoPro Fusion, Insta360…",4.5,"35,866",$20.05
2021-03-17,100,Fujifilm Instax Mini Rainbow Film - 10 Exposures,4.8,"4,930",$7.98
2021-03-18,1,"All-new Echo Dot (4th Gen, 2020 release) | Smart speaker with Alexa | Charcoal",4.7,"194,872",$44.99
2021-03-18,2,Fire TV Stick 4K streaming device with Alexa Voice Remote | Dolby Vision | 2018 release,4.7,"565,960",$39.99
2021-03-18,3,"Monocular Telescope,16x52 Monocular Dual Focus Optics Zoom Telescope, Day & Low Night Vision- [Upgrade] Waterproof…",4.7,621,$24.99
2021-03-18,4,Echo Show 5 -- Smart display with Alexa – stay connected with video calling - Charcoal,4.7,"345,979",$44.99
2021-03-18,5,"Fire 7 tablet (7"" display, 16 GB) - Black",4.4,"169,845",$82.97
2021-03-18,6,"Amazon Smart Plug, works with Alexa – A Certified for Humans Device",4.7,"378,299",Not available
2021-03-18,7,Roku Express | HD Streaming Media Player with High Speed HDMI Cable and Simple Remote,4.8,"93,594",$29.90
2021-03-18,8,"Blink Outdoor – wireless, weather-resistant HD security camera with two-year battery life and motion detection – 1…",4.5,"35,597",$224.98
2021-03-18,9,"Fire 7 Kids Edition Tablet, 7"" Display, 16 GB, Blue Kid-Proof Case",4.6,"157,070",$154.97
2021-03-18,10,"Midland - WR120B/WR120EZ - NOAA Emergency Weather Alert Radio - S.A.M.E. Localized Programming, Trilingual Display, 60…",4.5,"9,004",$21.99
2021-03-18,11,"All-new Echo (4th Gen) | With premium sound, smart home hub, and Alexa | Charcoal",4.6,"41,531",$104.98
2021-03-18,12,All-new Echo Dot (4th Gen) | Smart speaker with clock and Alexa | Glacier White,4.8,"49,300",$44.99
2021-03-18,13,"Wyze Cam v2 1080p HD Indoor WiFi Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the Google…",4.5,"108,241",$25.98
2021-03-18,14,Kindle Paperwhite – Now Waterproof with more than 2x the Storage – Ad-Supported + Kindle Unlimited (with auto-renewal),4.6,"99,693",$94.99
2021-03-18,15,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height…,4.8,"11,059",$164.99
2021-03-18,16,"Apple Watch Series 3 (GPS, 38mm) - Silver Aluminum Case with White Sport Band",4.8,"120,504",$219.00
2021-03-18,17,Roku Streaming Stick+ | HD/4K/HDR Streaming Device with Long-range Wireless and Voice Remote with TV Controls,4.7,"71,949",$47.90
2021-03-18,18,"Fire HD 8 tablet, 8"" HD display, 32 GB, designed for portable entertainment, Black",4.6,"83,876",$134.99
2021-03-18,19,"Fire HD 8 Kids Edition tablet, 8"" HD display, 32 GB, Blue Kid-Proof Case",4.7,"69,826",$199.97
2021-03-18,20,Sabrent 4-Port USB 2.0 Hub with Individual LED lit Power Switches (HB-UMLS),4.6,"60,708",$10.49
2021-03-18,21,"Roku Premiere | HD/4K/HDR Streaming Media Player, Simple Remote and Premium HDMI Cable",4.7,"63,262",$34.00
2021-03-18,22,Fujifilm Instax Mini Instant Film Twin Pack (White),4.8,"57,360",$13.38
2021-03-18,23,"USB Wall Charger, Surge Protector, POWRUI 6-Outlet Extender with 2 USB Charging Ports (2.4A Total) and Night Light, 3…",4.7,"26,367",Not available
2021-03-18,24,"Fujifilm Instax Mini Instant Film, 10 Sheets×5 Pack(Total 50 Shoots)",4.8,"33,410",$38.00
2021-03-18,25,"OHill Cable Clips, 16 Pack Black Cord Organizer Cable Management for Organizing Cable Cords Home and Office, Self…",4.5,"27,278",$7.99
2021-03-18,26,"Blink Mini – Compact indoor plug-in smart security camera, 1080 HD video, night vision, motion detection, two-way audio…",4.5,"89,309",Not available
2021-03-18,27,"New Apple iPad (10.2-inch, Wi-Fi, 32GB) - Gold (Latest Model, 8th Generation)",4.9,"31,080",$349.00
2021-03-18,28,"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD…",4.6,"26,072",$364.99
2021-03-18,29,"Ring Stick Up Cam Battery HD security camera with custom privacy controls, Simple setup, Works with Alexa - Black",4.7,"29,435",$149.98
2021-03-18,30,"Roku Ultra 2020 | Streaming Media Player HD/4K/HDR/Dolby Vision with Dolby Atmos, Bluetooth Streaming, and Roku Voice…",4.7,"7,429",$79.00
2021-03-18,31,"New Apple iPad (10.2-inch, Wi-Fi, 128GB) - Space Gray (Latest Model, 8th Generation)",4.9,"31,080",$419.00
2021-03-18,32,"Willful Smart Watch for Android Phones and iOS Phones Compatible iPhone Samsung, IP68 Swimming Waterproof Smartwatch…",4.3,"37,571",$28.79
2021-03-18,33,"Sceptre Curved 27"" 75Hz LED Monitor HDMI VGA Build-In Speakers, EDGE-LESS Metal Black 2019 (C275W-1920RN)",4.7,"6,404",$166.99
2021-03-18,34,"Wyze Cam v3 1080p HD Indoor/Outdoor Video Camera with Color Night Vision, 2-Way Audio, Works with Alexa & The Google…",4.3,43,$29.98
2021-03-18,35,"GE 6 Outlet Surge Protector, 10 Ft Extension Cord, Power Strip, 800 Joules, Flat Plug, Twist-to-Close Safety Covers…",4.8,"52,835",$14.00
2021-03-18,36,Insignia NS-32DF310NA19 32-inch Smart HD TV - Fire TV Edition,4.7,"32,887",$129.99
2021-03-18,37,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170…",4.5,"14,678",$79.97
2021-03-18,38,"Wyze Cam Pan 1080p Pan/Tilt/Zoom Wi-Fi Indoor Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the…",4.5,"61,233",$37.98
2021-03-18,39,"Apple Watch Series 3 (GPS, 42mm) - Space Gray Aluminum Case with Black Sport Band",4.8,"120,504",$229.00
2021-03-18,40,"TCL 50-inch Class 4-Series 4K UHD Smart Roku LED TV - 50S435, 2021 Model",4.6,"4,088",$325.00
2021-03-18,41,"TP-Link AC1750 Smart WiFi Router (Archer A7) -Dual Band Gigabit Wireless Internet Router for Home, Works with Alexa, VPN…",4.5,"43,980",$64.99
2021-03-18,42,All-New Insignia NS-24DF310NA21 24-inch Smart HD 720p TV - Fire TV Edition,4.6,"6,629",$99.99
2021-03-18,43,"New Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (Latest Model, 8th Generation)",4.9,"31,080",$369.00
2021-03-18,44,"New Apple Watch SE (GPS, 44mm) - Space Gray Aluminum Case with Black Sport Band",4.9,"21,769",$335.94
2021-03-18,45,"Cord Cover Raceway Kit, 157in Cable Cover Channel, Paintable Cord Concealer System Cable Hider, Cord Wires, Hiding Wall…",4.5,"14,089",$17.99
2021-03-18,46,"Power Strip, Bototek Surge Protector with 10 AC Outlets and 4 USB Charging Ports,1875W/15A, 2100 Joules, 6 Feet Long…",4.8,"33,454",Not available
2021-03-18,47,Apple 60W MagSafe 2 Power Adapter (for MacBook Pro with 13-inch Retina Display),4.8,"2,090",$92.95
2021-03-18,48,"VELCRO Brand ONE-WRAP Cable Ties | 100Pk | 8 x 1/2"" Black Cord Organization Straps | Thin Pre-Cut Design | Wire…",4.8,"24,002",$10.54
2021-03-18,49,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Black",4.6,"169,234",$149.99
2021-03-18,50,"Acer SB220Q bi 21.5 Inches Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI & VGA Port), Black",4.7,"28,114",$93.99
2021-03-18,51,Victure 1080P 4Pcs Indoor Security Camera System Home Monitor with 2.4Ghz Pet/Baby/Nanny Security Surveillance Camera…,4.3,"13,010",Not available
2021-03-18,52,"Willful Smart Watch for Android Phones and iOS Phones Compatible iPhone Samsung, IP68 Swimming Waterproof Smartwatch…",4.3,"37,571",$28.79
2021-03-18,53,"Anker Power Strip with USB, 5 ft Extension Cord, PowerPort Cube USB with 3 Outlets and 3 USB Ports, Portable Design…",4.8,"28,658",Not available
2021-03-18,54,"USB Wall Charger, Surge Protector, 5 Outlet Extender with 4 USB Charging Ports ( 1 USB C Outlet) 3-Sided 1800J Power…",4.8,"5,157",$19.99
2021-03-18,55,"All-new Echo Dot (4th Gen) Kids Edition | Designed for kids, with parental controls | Panda",4.8,"10,141",$59.99
2021-03-18,56,"Fitbit Versa 2 Health and Fitness Smartwatch with Heart Rate, Music, Alexa Built-In, Sleep and Swim Tracking, Black…",4.6,"96,129",$167.40
2021-03-18,57,"FosPower Emergency Solar Hand Crank Portable Radio, NOAA Weather Radio for Household and Outdoor Emergency with AM/FM…",4.6,"14,062",Not available
2021-03-18,58,"ARRIS SURFboard SBG8300 DOCSIS 3.1 Gigabit Cable Modem & AC2350 Dual Band Wi-Fi Router, Approved for Cox, Spectrum…",4.2,"1,818",$294.21
2021-03-18,59,"HP VH240a 23.8-Inch Full HD 1080p IPS LED Monitor with Built-In Speakers and VESA Mounting, Rotating Portrait…",4.7,"20,936",$114.99
2021-03-18,60,"GE 6-Outlet Surge Protector, 10 Ft Extension Cord, Power Strip, 600 Joules, Twist-to-Close Safety Covers, UL Listed…",4.8,"52,835",$12.96
2021-03-18,61,"Anker Power Strip with USB PowerExtend USB 2 mini, 2 Outlets, and 2 USB Ports, Flat Plug, 5 ft Extension Cord, Safety…",4.8,"10,337",Not available
2021-03-18,62,"Hmrope 100pcs Cable Zip Ties Heavy Duty 8 Inch, Premium Plastic Wire Ties with 50 Pounds Tensile Strength, Self-Locking…",4.7,"8,091",Not available
2021-03-18,63,"New Apple Watch Series 6 (GPS, 40mm) - Space Gray Aluminum Case with Black Sport Band",4.8,"26,844",$430.94
2021-03-18,64,"New Apple iPad (10.2-inch, Wi-Fi, 128GB) - Gold (Latest Model, 8th Generation)",4.9,"31,079",$459.00
2021-03-18,65,"LG 24M47VQ 24-Inch LED-lit Monitor, Black",4.7,"3,339",$99.99
